,AugmTitle
889,"'[CITATION][C] EQUINE COLIC', ''"
890,"'[PDF][PDF] Serum amyloid A response post laparotomy in colic horses', 'The acute phase protein serum amyloid A (SAA) has become widely used as a diagnostic aid \nfor the early detection of inflammation. SAA increases by more than 25% in 24 to 38 hours …'"
891,"'Is Serum Amyloid A elevated in horses with equine gastric ulcer syndrome?', 'Serum Amyloid A ( SAA ) is an acute‐phase protein. Increased concentrations are seen in \nresponse to inflammatory stimuli. Equine gastric ulcer syndrome ( EGUS ) is a common …'"
892,"'[PDF][PDF] How to use lactate in equine practice', '… Development of a colic severity score for predicting the outcome of equine colic. Vet Surg … \nEvaluation of peritoneal fluid lactate as a marher of intestinal ischemia in equine colic. Equine …'"
893,"'[CITATION][C] Gastric pathology', ''"
894,"'[PDF][PDF] A Case Report: Colic Due to Jejuno-jejunal Intussusception in A Mare', 'This paper reports the clinical findings, the results of diagnostic imaging, the medical \nmanagement, and the results of necropsy of a 2 year old Arabian mare suffering from jejuno-jejunal …'"
895,"'Pathogenetic role of EOPs in the intestinal colic of the horse [Endogenous Opioid Peptides]', '… The high frequency of equine colic is influenced by anatomical structures and physiological \ntraits. Intestinal colic can interfere with reproductive function both in male and in female. …'"
896,"'A Case Report: Colic Due to Jejuno-jejunal Intussusception in A Mare', 'This paper reports the clinical findings, the results of diagnostic imaging, the medical \nmanagement, and the results of necropsy of a 2 year old Arabian mare suffering from jejuno-jejunal …'"
897,"'Medical Management of Colic in the Foal', '… Detection of endotoxin in cases of equine colic. Vet Rec, 123, 269–271. Laheji, RJ, \nSturkenboom, MC, Hassing, R., Dieleman, J., Stricker, BH & Jansen, JB 2004. …'"
898,"'[CITATION][C] The impact of postoperative ileus on the economics of equine colic surgery: a five-year retrospective analysis of case records from three veterinary college\xa0…', 'The impact of postoperative ileus on the economics of equine colic surgery: a five-year \nretrospective analysis of case records from three veterinary college hospitals. — University of\xa0…'"
899,"'A retrospective analysis of the data of blood lactate concentrations and composite pain scores in Thai native crossbred ponies and full-sized horses underwent colic\xa0…', '… Development of a colic severity score for predicting the outcome of equine colic. Vet. Surg. … \nEvaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …'"
900,"'New perspectives in equine gastric ulcer syndrome', 'Equine gastric ulcer syndrome (EGUS) is characterized by ulceration in the terminal esophagus, \nproximal (squamous) stomach, distal (glandular) stomach, and proximal duodenum. 1 …'"
901,"'Clinical features and management of equine post operative ileus (POI): S urvey of D iplomates of the A merican C olleges of V eterinary I nternal M edicine (ACVIM), V\xa0…', '… The number of equine colic surgeries per annum was almost evenly divided between the \n6 different categorical answer options from 1 to 20 to >100 (see Supplementary Item 2). …'"
902,"'[PDF][PDF] Evaluation of clinical and laboratory variables as prognostic indicators of gastrointestinal colic in draft horses', 'A total of ninety native breed draft horses of both sexes were examined; from which, seventy \nfive exhibited clinical signs of gastro-intestinal colic (forty seven were females and twenty …'"
903,"'Comparison of the effects of ketoprofen and flunixin meglumine on the in vitro response of equine peripheral blood monocytes to bacterial endotoxin.', '… Consequently, over the past ten years nonsteroidal anti-inflammatory drugs, such as flunixin \nmeglumine, have become a mainstay in the treatment of equine colic and endotoxemia in …'"
904,"'Blood glucose in horses with acute abdominal disease', '… This is in agreement with data from other studies of equine colic, in which hyperglycemia … \nAlthough there have not been any studies on insulin concentrations in equine colic patients, …'"
905,"'Examination of the horse with colic', '… A study of variables commonly used in examination of equine colic patients to assess \ntheir prognostic value …'"
906,"'Endothelin mediated contraction of equine laminar veins', 'Reasons for performing study: Endothelin‐1 (ET‐1) may be a key mediator in the pathogenesis \nof laminitis, but endothelin‐mediated responses in the venous microcirculation of the …'"
907,"'Correlation of antigen specific IgG and IgG(T) responses with Anoplocephala perfoliata infection intensity in the horse', '… Equine colic is the single most important cause of equine … of recognized risk factors for equine \ncolic (Proudman & Edwards 1993); … the role of cestodosis in equine colic. It may also prove …'"
908,"'[PDF][PDF] Surgical management of colic in horses: A review of some cases operated in Veterinary Referral Hospital of Shahid Bahonar University of Kerman.', 'From September 2016 to September 2017, 24 cases of equine colic were referred to the \nDepartment of Surgery, Veterinary Referral Hospital, Faculty of Veterinary Medicine, Shahid …'"
909,"'[CITATION][C] Equine colic surgery', ''"
910,"'Cardiorespiratory effects of enoximone in anaesthetised colic horses', '… /or vasopressor support on postoperative survival following equine colic surgery. Vet. Anaesth. \n… (1983) Mortality rates and associated factors in equine colic operations – A retrospective …'"
911,"'[HTML][HTML] New England Equine Medical & Surgical Center', 'Nephrosplenic entrapment, also known as left dorsal displacement, is a type of colic that \noccurs when the left large colon gets entrapped over the nephrosplenic ligament. The …'"
912,"'[CITATION][C] EQUINE COLIC WITH PARTICULAR REFERENCE TO IMPACTION OF THE ILEOCAECAL VALVE', ""… cause considerable alarm to owners and the practitioner's ability to efficiently handle these \ncases will considerably enhance his general professional status.-4 discussion of equine colic …"""
913,"'Echocardiographic assessment of left ventricular systolic function in colic horses', 'The use of echocardiography to study hemodynamic disturbances in colic horses has not \nbeen reported. The aim of this study was to noninvasively assess the effect of colic-related …'"
914,"'Equine Review', 'Introduction: This edition of Equine Review considers papers on detection of synovial sepsis, \nsurgical management of scirrhous cord, and environmental survival times of Streptococcus …'"
915,"'[HTML][HTML] Equine duodenitis-proximal jejunitis: a review', 'Duodenitis-proximal jejunitis (DPJ) is an inflammatory process of the proximal part of the small \nintestine and occurs sporadically in horses. It is clinically characterized by an acute onset …'"
916,"'Short‐term survival after surgery for epiploic foramen entrapment compared with other strangulating diseases of the small intestine in horses', 'Reasons for performing study: Epiploic foramen entrapment (EFE) is one of the more \ncommon causes of colic in horses, but recent reports suggest a poor prognosis after surgical …'"
917,"'[PDF][PDF] 16 Colic Surgery', 'Abdominal surgery is used for the diagnosis and treatment of horses with signs of acute or \nchronic intermittent colic. The decision to pursue exploratory surgery is based on clinical signs…'"
918,"'Rectal packing as initial management of grade 3 rectal tears', 'Grade 3 rectal tears were created in 14 horses. Epidural anaesthesia was maintained in all \nhorses for 8 h post injury. In seven horses with cotton filled stockinette packing the rectum, …'"
919,"'Vascular anatomy of the descending colon of the horse', '… Epizootiology and risk factors in equine colic at University hospitals. Proceedings … of 2 19 \ncases of equine colic. Proceedings of the Second Symposium of Equine Colic Research, 1985:…'"
920,"'[HTML][HTML] Evaluation of plasma muscle enzyme activity as an indicator of lesion characteristics and prognosis in horses undergoing celiotomy for acute gastrointestinal\xa0…', '… Plasma muscle enyzme activity may be useful as a prognostic indicator in equine colic \ncases. Given that increases in plasma CK and AST activity were significantly associated with …'"
