Title,TruncAbstr,AugmTitle,Info
"The effect of probiotics on symptoms, gut microbiota and inflammatory markers in infantile colic: a systematic review, meta-analysis and meta-regression of …","Immaturity in digestive-tract motor function and altered intestinal microbiome may play roles 
in pathogenesis of infantile colic. We assessed the impact of probiotic therapy on crying …","('The effect of probiotics on symptoms, gut microbiota and inflammatory markers in infantile colic: a systematic review, meta-analysis and meta-regression of\xa0…', 'Immaturity in digestive-tract motor function and altered intestinal microbiome may play roles \nin pathogenesis of infantile colic. We assessed the impact of probiotic therapy on crying …')","K Skonieczna-Żydecka, K Janda… - Journal of clinical …, 2020 - mdpi.com"
[PDF][PDF] Evaluation of efficacy and safety of Bonnispaz drops in abdominal colic of infants and children,"The present study was planned to evaluate the clinical efficacy and safety of Bonnispaz 
drops in abdominal colic in infants and children. Abdominal colic is a commonly encountered …","('[PDF][PDF] Evaluation of efficacy and safety of Bonnispaz drops in abdominal colic of infants and children', 'The present study was planned to evaluate the clinical efficacy and safety of Bonnispaz \ndrops in abdominal colic in infants and children. Abdominal colic is a commonly encountered …')","BJ PARAMAR, SR Prasad, SK Mitra - The Antisep, 2007 - cdn.greensoft.mn"
Infant dyschezia in Sri lankan children: epidemiology and risk factors,"… Infant colic and infant dyschezia were diagnosed according to the Rome III criteria. RESULTS: 
The prevalence of infant dyschezia in Sri Lanka was 4.3%. An infant was more likely to …","('Infant dyschezia in Sri lankan children: epidemiology and risk factors', '… Infant colic and infant dyschezia were diagnosed according to the Rome III criteria. RESULTS: \nThe prevalence of infant dyschezia in Sri Lanka was 4.3%. An infant was more likely to …')","A Hovenkamp, HA Walter, NM Devanarayana… - 2015 - repository.kln.ac.lk"
Glucose oral solution as a pain-relieving agent in infantile colic: A double blinded randomized clinical trial,"Background Infantile colic (IC) is a common painful disorder within early months of life. There 
is no definitive therapeutics for IC. In present study aimed to assess pain-relieving potential …","('Glucose oral solution as a pain-relieving agent in infantile colic: A double blinded randomized clinical trial', 'Background Infantile colic (IC) is a common painful disorder within early months of life. There \nis no definitive therapeutics for IC. In present study aimed to assess pain-relieving potential …')","I Shahramian, M Moradi, M Afshari… - … Journal of Pediatrics, 2017 - eprints.mums.ac.ir"
A longitudinal comparison of irritable and nonirritable infants,"… infant colic … infant colic, the focus is on two levels of the mother-infant system: the biologic 
rhythmicity of the infant and the interactional synchronicity of the parent-infant dyad. Infant colic …","('A longitudinal comparison of irritable and nonirritable infants', '… infant colic … infant colic, the focus is on two levels of the mother-infant system: the biologic \nrhythmicity of the infant and the interactional synchronicity of the parent-infant dyad. Infant colic …')","MR Keefe, AM Kotzer, A Froese-Fretz… - Nursing Research, 1996 - journals.lww.com"
İnfantil kolik,"… Barr RG, Changing our Understanding of infant colic. Arch Pediatr Adolesc Med 2002; 156 
(… Simethicone in the treatment of infant colic: a randomized, placebo-controlled, multicenter …","('İnfantil kolik', '… Barr RG, Changing our Understanding of infant colic. Arch Pediatr Adolesc Med 2002; 156 \n(… Simethicone in the treatment of infant colic: a randomized, placebo-controlled, multicenter …')","M Akçam - Klinik Tıp Pediatri Dergisi, 2004 - dergipark.org.tr"
Izkušnje staršev ob kolikah pri dojenčku: poročilo o raziskavi,"… Introduction: Infant colic or excessive crying are the most … inform the parents about infant 
colic presentation, management … on parental experience with infant colic and their management …","('Izkušnje staršev ob kolikah pri dojenčku: poročilo o raziskavi', '… Introduction: Infant colic or excessive crying are the most … inform the parents about infant \ncolic presentation, management … on parental experience with infant colic and their management …')",A Dolšak - 2017 - repozitorij.uni-lj.si
[PDF][PDF] СП Кривопустов,"… in pediatrics of infancy in children with infant colic (G4), infant … Clinical examples of infant 
colic (G4), infant regurgitation (G1)… For children in the first year of life with infant colic (G4), infant …","('[PDF][PDF] СП Кривопустов', '… in pediatrics of infancy in children with infant colic (G4), infant … Clinical examples of infant \ncolic (G4), infant regurgitation (G1)… For children in the first year of life with infant colic (G4), infant …')",SP Kryvopustov - med-expert.com.ua
"[HTML][HTML] Младенческие кишечные колики как периодический синдром, который может быть ассоциирован с мигренью","… of infant colic development. … that infant colic can be one of the episodic syndromes that can 
be associated with migraine. In connection with new views on the development of infant colic, …","('[HTML][HTML] Младенческие кишечные колики как периодический синдром, который может быть ассоциирован с мигренью', '… of infant colic development. … that infant colic can be one of the episodic syndromes that can \nbe associated with migraine. In connection with new views on the development of infant colic, …')","ЛВ Пипа, РВ Свистильник, ГС Московко… - Здоровье …, 2017 - cyberleninka.ru"
[CITATION][C] Infant colic,[Infant colic] [Infant colic] …,"('[CITATION][C] Infant colic', '[Infant colic] [Infant colic] …')","B Cavell - Tidskrift for Sveriges sjukskoterskor, 1975 - pubmed.ncbi.nlm.nih.gov"
İnfantil kolikli bebekleri etkileyen faktörler,"… Data were collected by ""Questionnaire Form"" and ""Infant Colic Scale"" which were prepared 
by … Infant colic: empirical evidence of theabsence of an association with source of early infant …","('İnfantil kolikli bebekleri etkileyen faktörler', '… Data were collected by ""Questionnaire Form"" and ""Infant Colic Scale"" which were prepared \nby … Infant colic: empirical evidence of theabsence of an association with source of early infant …')","G UYSAL, DS DÜZKAYA… - Sağlık Bilimleri ve …, 2017 - dergipark.org.tr"
[CITATION][C] INFLUENCE OF FAMILY TOBACCO CONSUMPTION ON INFANT COLIC,,"('[CITATION][C] INFLUENCE OF FAMILY TOBACCO CONSUMPTION ON INFANT COLIC', '')","G SAID, J LELLOUCH… - PRESSE …, 1985 - MASSON EDITEUR 120 BLVD …"
"[CITATION][C] Infant Colic, persistent Fuzziness and Bonding Experiences: Widening the Scope beyond attachment Theory",,"('[CITATION][C] Infant Colic, persistent Fuzziness and Bonding Experiences: Widening the Scope beyond attachment Theory', '')","C Bindt - MONATSSCHRIFT …, 2018 - … 233 SPRING ST, NEW YORK, NY …"
"[CITATION][C] Step Beyond Resident (第 110 回) Oh! Baby, Baby!(Part 2) 泣いても安心 乳児疝痛 (infant colic)",… (Part 2)泣いても安心 乳児疝痛(infant colic) … (Part 2)泣いても安心 乳児疝痛(infant colic) …,"('[CITATION][C] Step Beyond Resident (第 110 回) Oh! Baby, Baby!(Part 2) 泣いても安心 乳児疝痛 (infant colic)', '… (Part 2)泣いても安心 乳児疝痛(infant colic) … (Part 2)泣いても安心 乳児疝痛(infant colic) …')","林寛之 - レジデントノ-ト, 2011 - ci.nii.ac.jp"
Fizikalna svojstva sadrenih zavoja [Physical properties of plaster bandages],"… Parental counseling compared with elimination of cow’s milk or soy milk protein for the 
treatment of infant colic syndrome: A randomized trial. Pediatrics 1988;81:756–61. …","('Fizikalna svojstva sadrenih zavoja [Physical properties of plaster bandages]', '… Parental counseling compared with elimination of cow’s milk or soy milk protein for the \ntreatment of infant colic syndrome: A randomized trial. Pediatrics 1988;81:756–61. …')","A Antabak, B Barišić, M Andabak, L Bradić… - Liječnički …, 2015 - medlib.mef.hr"
Colic in infancy and the mother-infant relationship,"… D iffering views on whether the mothers should or should not respond to infant colic by 
holding and rocking the baby; whether separation for periods of time should be encouraged or …","('Colic in infancy and the mother-infant relationship', '… D iffering views on whether the mothers should or should not respond to infant colic by \nholding and rocking the baby; whether separation for periods of time should be encouraged or …')",RA Humphry - 1985 - search.proquest.com
